MANDT,LIFNR,LAND1,NAME1,NAME2,NAME3,NAME4,ORT01,ORT02,PFACH,PSTL2,PSTLZ,REGIO,SORTL,STRAS,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,DTAMS,DTAWS,ERDAT,ERNAM,ESRNR,KONZS,KTOKK,KUNNR,LNRZA,LOEVM,SPERR,SPERM,SPRAS,STCD1,STCD2,STKZA,STKZU,TELF1,TELF2,TELFX,XCPDK,XZEMP,VBUND,FISKN,STCEG,STKZN,GBORT,GBDAT,SEXKZ,KRAUS,REVDB,QSSYS,PFORT,WERKS,LTSNA,WERKR,PLKAL,TXJCD,SPERZ,SFRGR,LZONE,DLGRP,FITYP,STCD3,STCD4,STCD5,PROFS,EMNFR,LFURL,UPDAT,UPTIM,NODEL,CCODE,RES_CNTRY,RES_REGION,J_SC_CAPITAL,J_SC_CURRENCY
200,1000003021,IN,Ruiz-Dixon,PLC,,,Cliffordton,chester,PO59526,78561,74139,KA,SORTMlBz,675 Christopher Row Suite 630,9000003021,Logan-Johnson,Port Samuelborough,Montenegro,Ms.,Port Hannahhaven,9101663,71853,0002,PHAR,8,DL3468638028,,01,20240327,jamesramirez,38744426900,GRPWKqS,Z001,2555760973,,,,,E,GST4192978734,PAN53722001,,,(982)223-7713x51,(458)638-5361,+1-768-552-6927x239,,,CqJObT,,VAT34912743795,,Floresport,19740204,F,CR48885737,20250326,ISO9,Jenniferstad,6990,X,,02,TX1135489488,,0001,ZONEYsEG,DG01,01,TAX30828731674,TAX63812529550,TAX5948649433698616040097214174,Distributor,EM206687,http://www.heath.info/,20260212,130502,,1000,IN,KA,796348.7,INR
200,1000003022,DE,Thomas-Pollard,LLC,,,Stevenshire,mouth,PO18357,67484,48769,BW,SORTUwkl,1598 Mcbride Land Apt. 191,9000003022,"Cuevas, Benitez and Hayes",New Mariaborough,Anguilla,Mr.,Prattview,4736652,72871,0001,PHAR,1,DL0583194507,,02,20250801,shannon30,25333773583,GRPbMWW,Z003,2015608049,,,,,D,GST5571773503,PAN10454353,X,,(589)882-1207x12,978.713.8032x124,790-427-1285,,,CISkkw,,VAT79393812219,X,Olsenview,19700914,F,CR62320900,20250827,ISO1,Christinaville,4197,X,X,01,TX1710570363,,0002,ZONEGDRR,DG02,02,TAX14098028581,TAX99474594633,TAX1997239248875899869152641401,Distributor,EM144607,https://www.hill-white.com/,20260212,130502,,1000,DE,BW,5347127.32,INR
100,1000003023,IN,"Richard, Juarez and Hardin",Group,,,Charlesberg,stad,PO95106,19750,02476,MH,SORTEoku,76952 Melanie Station Apt. 489,9000003023,Powers-Wu,New Maria,Solomon Islands,M/s,Lake Elizabethland,9161845,99656,0002,AUTO,0,DL8270207321,,01,20251225,amanda35,00822828141,GRPJXfp,Z002,2757925473,,,,,E,GST0255979984,PAN14174636,,X,931.558.3774x548,+1-965-553-8101x,001-323-669-7146x112,,,CBkDXK,,VAT04540452643,,Jenniferport,19881107,M,CR41543360,20250626,ISO1,Port Anthonyfurt,1309,,,01,TX1139119932,,0001,ZONEhnrj,DG02,01,TAX20043270304,TAX64138822127,TAX2154021727741819033496337524,Distributor,EM042505,http://payne-martinez.net/,20260212,130502,,3000,IN,MH,7885354.67,INR
200,1000003024,DE,Johnson Inc,Group,,,Port Wesleymouth,shire,PO04675,14450,88875,NW,SORTMLLO,10107 Scott Fork,9000003024,Maldonado-Gilmore,Josephhaven,Syrian Arab Republic,Mr.,Richfort,7493309,12362,0001,AUTO,1,DL3975021980,X,01,20240329,kellyjohn,05557876501,GRPUfPn,Z003,2672937507,,,,,D,GST1592220109,PAN40163121,X,,633-597-9237,001-611-455-1407,358.657.2647,,,CSVRnR,,VAT75731465458,,Millstown,19850517,M,CR27776577,20251014,ISO9,West Cynthia,6289,X,X,02,TX1761044160,,0001,ZONExPqE,DG02,01,TAX22108183038,TAX09764764056,TAX5394279191459267446373729239,Manufacturer,EM792849,http://www.peters.org/,20260212,130502,,2000,DE,NW,2277615.96,INR
300,1000003025,US,Hendricks-Cobb,and Sons,,,South Juanhaven,fort,PO74623,65186,35554,NY,SORTgkxb,545 Wilkins Plains,9000003025,Mathis-Murphy,West Tiffanyton,United Arab Emirates,Ms.,Reeseborough,8376065,36709,0002,CONS,7,DL3609207495,,01,20240114,simpsonmelin,64173326746,GRPoaQM,Z002,2326810935,,,,,E,GST5744008581,PAN47770110,X,X,001-983-984-2803,(228)872-0417,9917109305,,,CvYHpl,,VAT62536729948,X,South Elizabethhaven,19910710,M,CR28436985,20250523,ISO1,Millerside,9648,X,,02,TX2624329491,,0002,ZONErXZk,DG02,02,TAX91333070132,TAX74122464961,TAX6119917425471853253842550017,Manufacturer,EM210983,http://flowers.biz/,20260212,130502,,1000,US,NY,8977752.46,INR
200,1000003026,US,"George, Wright and Welch",and Sons,,,Lake Richard,haven,PO60507,61751,81296,CA,SORTbiDB,050 Fitzgerald Summit,9000003026,Dean Group,Burchhaven,Saint Barthelemy,M/s,North Dylanstad,7699037,84788,0002,CONS,9,DL8739870669,,02,20250104,wray,74951586668,GRPpLgT,Z001,2026798478,,,,,E,GST6192962189,PAN54663728,,X,439-662-2125x754,470-933-8290x888,353.910.1235,,,CrJNub,,VAT85496962685,X,West Jeffrey,19980110,F,CR06943698,20260128,ISO1,New Paul,8614,X,,02,TX3404337832,,0001,ZONEtxUX,DG01,02,TAX31091086802,TAX23369392374,TAX7507454237956091769762931045,Manufacturer,EM915020,http://www.russell-reeves.com/,20260212,130502,,1000,US,CA,5239327.83,INR
400,1000003027,DE,Wise Group,Inc,,,Lake Valerie,borough,PO92985,74893,70828,BW,SORTZJlT,52733 Smith Way Apt. 008,9000003027,Maddox-Middleton,New Dianabury,Philippines,Mr.,Angelashire,8697083,78817,0002,CONS,4,DL2271570970,,02,20240903,lisacervante,00531643941,GRPZgqB,Z003,2146774491,,,,,D,GST2693954349,PAN49034431,,X,(426)433-1572,(293)893-4169x94,+1-631-202-3916x7464,,,CbtCVl,,VAT14782363401,X,North Jeffreyshire,19720906,F,CR32403286,20260129,ISO1,Lake Ronaldborough,4292,,,02,TX2354507332,,0002,ZONECTAv,DG02,01,TAX16809102494,TAX28190624217,TAX0560403096430526425506881629,Supplier,EM892235,https://www.liu.biz/,20260212,130502,,2000,DE,BW,5593925.14,INR
200,1000003028,GB,Weber-Morgan,Inc,,,Janeton,mouth,PO66949,98338,49062,MN,SORTlLCy,4002 Wright Throughway,9000003028,Hutchinson-Aguilar,Jacobsstad,Grenada,M/s,Jonesfurt,2376100,43370,0001,CONS,5,DL2922586184,X,02,20231109,cortezteresa,78280122349,GRPjqrI,Z001,2853226053,,,,,E,GST3106576292,PAN36557192,X,,+1-717-887-8677x,572.417.7147,(962)288-7990x20280,,,CGfERb,,VAT17954887375,,Destinyshire,19660218,M,CR43960141,20250330,ISO9,West Jeremyberg,8228,,X,01,TX3477428073,,0002,ZONEQbNz,DG01,01,TAX79172702729,TAX86511212712,TAX8864828379244200358447059057,Supplier,EM295147,http://www.carter-hill.org/,20260212,130502,,2000,GB,MN,522067.55,INR
300,1000003029,GB,"Wells, Tanner and Osborne",LLC,,,Lake Kimberly,haven,PO39640,18336,18022,LS,SORTpUvM,29133 Travis Corner,9000003029,Jimenez LLC,Aprilton,Heard Island and McDonald,Ms.,North Alison,7263910,83113,0002,MANU,7,DL9703232214,X,01,20230731,tfrancis,14828183438,GRPkjlP,Z002,2169831283,,,,,E,GST8682532899,PAN75293555,X,X,868.790.9350x431,673-609-9087x854,375.513.0378x47547,,,CURqMl,,VAT47264256347,X,New Timothy,19790112,M,CR79245184,20250329,ISO1,Smithton,3984,,,02,TX4910515902,,0001,ZONESiLL,DG02,01,TAX46013961078,TAX03484589139,TAX7347743020130704233980127271,Manufacturer,EM553930,https://ford.net/,20260212,130502,,1000,GB,LS,6105334.62,INR
200,1000003030,IN,"Chung, Mclaughlin and Hoover",PLC,,,West Michelle,ville,PO30653,42927,02728,MH,SORToTky,70568 Ryan Field Apt. 182,9000003030,Schwartz and Sons,Lake Lindsay,Haiti,M/s,Shawshire,3755350,69484,0001,PHAR,7,DL5909735279,,01,20250412,hgreen,97885508693,GRPbHYM,Z003,2814010727,,,,,D,GST1417187987,PAN57482270,,,847.712.0061x561,613.442.2755x423,+1-599-300-9441,,,CYljjX,,VAT80911279998,,Mitchellview,19920810,M,CR55748243,20251031,ISO9,Lake Robertshire,3533,X,,01,TX1169549374,,0002,ZONENgJX,DG02,01,TAX23285228319,TAX79018431211,TAX3185793497269867541634066454,Manufacturer,EM226540,http://wells-perez.net/,20260212,130502,,3000,IN,MH,8840788.08,INR
100,1000003031,US,"Day, Lewis and Smith",LLC,,,West Aliciabury,bury,PO94087,19567,63068,TX,SORTtfRH,7772 Irwin Greens,9000003031,Cortez-Lewis,Port Travis,Japan,Ms.,West Paulborough,5443994,95736,0002,CONS,7,DL9785401168,,02,20240308,christiankel,28692888296,GRPNwaM,Z003,2366016404,,,,,D,GST4216062938,PAN02161974,X,,+1-294-431-8780x,900.327.5363x360,545-981-7052,,,CyASMh,,VAT47079179648,,Jacquelineton,19800108,F,CR89404832,20251213,ISO1,West Markborough,6485,X,,01,TX7629574011,,0001,ZONEetDv,DG02,01,TAX10181940174,TAX80969062239,TAX3784009522465041849636199934,Manufacturer,EM119834,http://www.reed.org/,20260212,130502,,3000,US,TX,3126880.15,INR
200,1000003032,US,Rice-Black,Inc,,,Davidhaven,side,PO90022,76082,36754,CA,SORTXbNp,44153 Jordan Camp,9000003032,Clements-Hammond,New Eddie,Gambia,Ms.,Laurachester,8129554,78903,0001,PHAR,2,DL8895695005,X,01,20250411,bakerkimberl,93445602853,GRPhDyY,Z001,2080276975,,,,,E,GST6938704866,PAN46334964,,,001-441-497-4984,888-527-5667x396,955.478.8002,,,CguYzg,,VAT04303014926,,North Amandaville,19880913,M,CR74684759,20260124,ISO9,Burtonview,3441,X,X,01,TX9260849192,,0001,ZONERpOJ,DG01,02,TAX17423115448,TAX42837481769,TAX2989434446541118314310382396,Distributor,EM697039,http://www.barnes.com/,20260212,130502,,1000,US,CA,2675435.06,INR
200,1000003033,DE,"Short, Rogers and Lopez",and Sons,,,Michaelmouth,ville,PO18406,68042,79319,HE,SORTwJmy,2890 Jaclyn Forges,9000003033,"Brooks, James and Shelton",East Laurenmouth,Bahrain,Ms.,West Michaelburgh,7811593,91970,0002,MANU,5,DL1916051378,,02,20241009,jacobgomez,62850069436,GRPLGie,Z001,2505868944,,,,,D,GST7194059062,PAN75190851,,,250-276-3523x229,827.319.2510x629,222-528-1806x99823,,,CHlGnX,,VAT69703023844,X,Gainesview,19950422,M,CR41691681,20260113,ISO9,Barronfort,6559,,X,01,TX0128738314,,0002,ZONECREQ,DG02,01,TAX64658152302,TAX78596620243,TAX4425950310049913199772299274,Manufacturer,EM246072,http://jones.biz/,20260212,130502,,1000,DE,HE,462429.55,INR
300,1000003034,GB,Gray LLC,PLC,,,East Nancyton,furt,PO19918,53720,56216,MN,SORTnrJg,08359 Angela Grove,9000003034,"Franklin, Hunter and Butl",New Davidbury,French Southern Territori,Mr.,West Tonitown,7048086,55401,0002,CONS,1,DL1759346300,,02,20240415,aliciadavis,14942474503,GRPxklq,Z003,2779427867,,,,,E,GST8136029739,PAN80353416,,X,001-760-726-7008,8946377091,(739)430-2488x47285,,,CQYvKf,,VAT45210434979,,Lake Amanda,19910817,F,CR22506393,20250916,ISO1,Klineshire,8105,X,,01,TX8932754799,,0001,ZONEhndi,DG01,02,TAX95831909921,TAX09306249379,TAX4153168785956666039366343226,Supplier,EM670150,https://solomon.com/,20260212,130502,,3000,GB,MN,644023.5,INR
100,1000003035,GB,Phillips-Gamble,Group,,,South Cindy,view,PO34470,12562,09437,MN,SORTWFWf,72532 Kimberly Turnpike,9000003035,"Robles, Dodson and Kenned",Andreaport,Holy See (Vatican City St,Ms.,Jonesmouth,5861195,85063,0001,MANU,9,DL3793338564,X,01,20240410,ericclarke,60869095229,GRPzNkP,Z002,2842236518,,,,,D,GST2443028140,PAN19936831,,X,691.896.6453x961,(418)905-7976x25,333-969-4738,,,CbuNVS,,VAT79729332268,,Fieldschester,19830609,M,CR06598128,20250625,ISO9,Oliviaside,6059,X,,02,TX6318266060,,0001,ZONEFWhZ,DG02,01,TAX53382064104,TAX51687808542,TAX2594519417923738114346177458,Supplier,EM733617,https://www.morales.info/,20260212,130502,,2000,GB,MN,4372184.45,INR
200,1000003036,DE,"Lowery, Rodriguez and Miles",LLC,,,New Linda,berg,PO22081,70189,54448,NW,SORTesbN,987 Hill Junction Suite 379,9000003036,Armstrong-Rogers,Cervantesside,Somalia,M/s,Port Bethany,2053260,53232,0001,MANU,3,DL1533069091,X,02,20260131,stevenclark,71526722238,GRPAaod,Z001,2326065657,,,,,E,GST5370962681,PAN19066553,X,X,8485846284,001-243-852-9487,001-963-363-2328x683,,,CghbNP,,VAT64529595095,,Samuelview,19810822,M,CR24985690,20250903,ISO9,Lake Glenntown,3641,,X,01,TX7647585148,,0002,ZONEoZXp,DG02,02,TAX85209190018,TAX77943333487,TAX4478576117123539786674362576,Supplier,EM323597,http://www.trevino.com/,20260212,130502,,3000,DE,NW,4478847.69,INR
300,1000003037,US,"Cook, Chapman and Cherry",PLC,,,Trevorview,town,PO05278,51539,00627,CA,SORTYwwL,0814 Nicholas Circle,9000003037,Hamilton-Dalton,Leport,Italy,Ms.,Baileyhaven,5048896,23723,0001,MANU,1,DL1817711893,,02,20240810,wellsmichael,54446597499,GRPtGwQ,Z003,2534658758,,,,,E,GST3997242329,PAN13703880,X,X,237.804.9775x544,775-411-8779,583.832.8721,,,CIOeRo,,VAT99365247774,,Lake Veronicaside,19720304,M,CR00408803,20251017,ISO9,South Latoyaland,3527,,X,02,TX1023122223,,0002,ZONEzclp,DG02,01,TAX22364813895,TAX30223159926,TAX9402542535439176807634221845,Distributor,EM571784,http://www.fry.com/,20260212,130502,,3000,US,CA,750835.09,INR
100,1000003038,US,Watkins Ltd,Inc,,,East Steven,ton,PO31510,69653,01686,NY,SORTosJq,83780 Jones Lock Apt. 103,9000003038,"Blair, Shaw and Hartman",Rhondaside,Belarus,M/s,Shawntown,8980972,75558,0001,PHAR,7,DL7482488128,,01,20241017,qolsen,41056469252,GRPfiOi,Z002,2208431298,,,,,E,GST3780452627,PAN52611002,,,(846)510-6733x67,436-990-2810x429,001-535-958-7521,,,CyVVvv,,VAT09355718518,,New Lindseyborough,19770427,F,CR34248150,20251016,ISO9,Woodborough,3898,,X,02,TX7445636502,,0002,ZONEKCZS,DG01,02,TAX11258084106,TAX36848173165,TAX5706009120236586970903095011,Supplier,EM506086,http://www.hernandez.org/,20260212,130502,,3000,US,NY,4214688.48,INR
300,1000003039,US,Carroll LLC,Group,,,North Patriciastad,haven,PO86093,19446,65913,TX,SORTQxkO,5545 Levi Via,9000003039,Lopez-Walters,Cordovahaven,Jersey,M/s,South Melissa,6711148,36637,0002,AUTO,7,DL7950024741,X,02,20251025,moyermelinda,40040024215,GRPnnuZ,Z003,2702135484,,,,,D,GST5135193445,PAN50539409,,X,+1-560-552-6684,4362327531,968-881-6902x37691,,,CDVBAu,,VAT49921723024,,Schroederstad,19680329,M,CR21156191,20260115,ISO9,West David,4285,X,,02,TX8028523783,,0001,ZONEUONb,DG01,01,TAX04045012225,TAX41151412900,TAX7687623098444772395444623852,Distributor,EM224376,http://www.conner.org/,20260212,130502,,2000,US,TX,9439068.31,INR
100,1000003040,DE,Jackson-Diaz,LLC,,,Bettyhaven,stad,PO04838,49913,08552,BY,SORTfTvM,0444 Sean Harbor Suite 734,9000003040,"Woodard, Whitaker and Jon",New Calebbury,Solomon Islands,Mr.,Cherryport,3784417,16785,0002,CONS,6,DL1101541031,X,02,20240908,jeffrey38,47035678483,GRPSXFF,Z002,2298872095,,,,,E,GST7468756433,PAN42915916,X,X,001-953-343-3010,(491)547-8240x41,694.786.6085,,,CgHxKF,,VAT37310334720,,Caldwellstad,19660802,F,CR31323437,20251216,ISO9,Port Carolyn,5675,,X,01,TX8375793280,,0002,ZONEHbhm,DG01,02,TAX79170131693,TAX05281376325,TAX3229399690774351145338151473,Supplier,EM812954,http://www.avery.com/,20260212,130502,,1000,DE,BY,9925787.77,INR
400,1000003041,DE,"Hawkins, Fitzpatrick and Montgomery",Group,,,Lewisshire,ville,PO69237,57367,56149,BY,SORTAAQA,3311 Alex Points,9000003041,"Powell, Rasmussen and And",North Darren,Iceland,Mr.,Krausehaven,1835334,63208,0001,CONS,3,DL9895864723,X,02,20250208,jgill,60176920010,GRPIeHO,Z002,2604823508,,,,,D,GST1432971841,PAN91945507,,X,(750)339-5501x44,001-573-203-4421,(759)241-3685x64125,,,Cqnrnd,,VAT21504613800,,Port Tinachester,19810208,M,CR03495954,20250407,ISO9,East Janetmouth,7259,,,01,TX9320948009,,0001,ZONEAGwa,DG02,02,TAX97459852463,TAX97328403024,TAX5179250098353888678184079971,Manufacturer,EM059800,http://www.wolfe-chang.com/,20260212,130502,,3000,DE,BY,4334866.45,INR
400,1000003042,US,Peterson Ltd,PLC,,,Port Richard,stad,PO68200,83242,22148,FL,SORTPFAl,67802 West Drives,9000003042,Nash-Flores,Lake Aliciaside,Belize,Ms.,East Nicholaston,5903403,56611,0001,PHAR,0,DL7948608729,X,02,20250129,fred70,15857754782,GRPqBvW,Z002,2141605183,,,,,E,GST1079000069,PAN00568114,X,,766.234.5498x309,493.276.8331,(620)744-1319,,,CseBzS,,VAT42021296073,X,Port Justinland,19960806,M,CR77333388,20251011,ISO1,New Cindyfort,6282,X,,02,TX8094923625,,0001,ZONEIcel,DG01,02,TAX26126397052,TAX23861495919,TAX3544637221552010507182402308,Distributor,EM160653,https://baxter.com/,20260212,130502,,1000,US,FL,4346438.81,INR
200,1000003043,US,Keller and Sons,PLC,,,East Kennethmouth,mouth,PO39553,94141,66365,CA,SORTffiE,8341 Dennis Falls,9000003043,"Figueroa, Johnson and Edw",Turnerland,Nauru,Ms.,East Jonathan,8881819,60691,0002,AUTO,3,DL3710795973,X,02,20230911,meagangarcia,18716662479,GRPcBfq,Z001,2595439431,,,,,E,GST5789036688,PAN85935053,,,355-603-2558x337,(308)991-0334x64,+1-651-422-8865,,,CmYVbu,,VAT89221075658,,Lake Marcus,19710324,M,CR12250633,20250315,ISO9,East James,7598,X,,01,TX9394638085,,0001,ZONEahlt,DG02,02,TAX26397530700,TAX38716795472,TAX1388145970641811489930990635,Distributor,EM964039,https://davis-jensen.com/,20260212,130502,,3000,US,CA,9067086.35,INR
100,1000003044,US,Williams PLC,Ltd,,,Brendachester,town,PO02213,54974,75122,CA,SORTCtgC,38071 Wheeler Greens Suite 367,9000003044,Garrison Ltd,West Leslieview,Armenia,Mr.,Lowehaven,9796795,96348,0002,MANU,4,DL4282705769,X,01,20251206,matthew61,31115355706,GRPSHVH,Z003,2242790496,,,,,D,GST6784479814,PAN99048478,,X,(775)820-9142x85,(836)870-8182x02,(586)753-3969x15185,,,CDRXzD,,VAT40278249825,X,Denisefort,19710603,F,CR41746411,20250227,ISO1,South Justin,8568,,,02,TX4333928433,,0001,ZONEimGc,DG02,02,TAX18654638889,TAX12315853006,TAX8509205508962933741271153467,Supplier,EM975052,https://www.garrett-miller.biz/,20260212,130502,,2000,US,CA,5317516.97,INR
300,1000003045,GB,Fritz PLC,PLC,,,Johnsonport,bury,PO09658,84515,18620,LN,SORTelLj,53344 Jessica Spur,9000003045,Bartlett-Schroeder,East Annafort,American Samoa,Ms.,South Kristina,5725394,29164,0001,PHAR,5,DL2729846869,X,02,20241125,andrewball,56629464668,GRPxagz,Z001,2670722116,,,,,E,GST2992713836,PAN68969772,X,X,+1-288-871-1497x,302.633.9520x587,468-444-5456x8223,,,CfVdRe,,VAT57932340843,,Robertsonstad,19680407,M,CR31714434,20250618,ISO9,West Debraberg,4371,,,01,TX8790797680,,0001,ZONEAPXR,DG01,01,TAX01939216023,TAX65798519871,TAX2894189946615091899942926478,Manufacturer,EM695434,http://ellis.com/,20260212,130502,,3000,GB,LN,3512878.85,INR
200,1000003046,GB,"Aguilar, Nelson and Hoffman",Inc,,,South David,furt,PO25967,36454,05522,LS,SORTpeGY,330 Wall Station,9000003046,Gardner LLC,South Christopherville,Bulgaria,Mr.,Harrisside,2403979,47288,0001,MANU,4,DL9397852875,,02,20260111,xcamacho,15463858444,GRPcoFd,Z002,2340987746,,,,,D,GST8708092081,PAN61200055,,,001-661-715-3299,(642)783-6867x35,+1-951-375-9418x1655,,,CvyJyH,,VAT26058722196,X,Walkermouth,19860127,F,CR22952933,20250226,ISO1,Garciamouth,7630,,X,01,TX8353817883,,0001,ZONEqpKs,DG02,02,TAX80230321185,TAX12355974258,TAX9799079751115537137692278489,Supplier,EM965649,https://www.allen-wilson.com/,20260212,130502,,1000,GB,LS,360892.8,INR
200,1000003047,DE,Jefferson Ltd,and Sons,,,Michaelshire,side,PO01014,24891,77668,NW,SORTAGzN,3057 Travis Overpass Suite 282,9000003047,"Perry, Ruiz and Russell",Larryfurt,Wallis and Futuna,M/s,South Richard,2794703,51109,0002,AUTO,0,DL4236817045,X,02,20250410,westjeffrey,97417719709,GRPDziF,Z003,2306315377,,,,,E,GST8181829764,PAN55949096,X,,569-704-2974x519,846-347-2239x496,232.749.0891x15707,,,CqaNXD,,VAT33319425236,,Myersburgh,19830704,M,CR62016223,20251113,ISO1,New Jonathan,9769,X,X,02,TX6484666963,,0002,ZONEsarx,DG01,02,TAX98179170022,TAX85820770806,TAX2273105333839063692169287994,Manufacturer,EM450970,https://www.campbell.com/,20260212,130502,,2000,DE,NW,3707770.2,INR
400,1000003048,DE,Gonzalez PLC,and Sons,,,Michaelside,chester,PO38870,21271,24098,BY,SORTUOCT,77762 Murphy Forest,9000003048,Lopez-White,East Melissa,United States Virgin Isla,Ms.,Johnsonland,6469062,39061,0002,MANU,2,DL3637245516,X,02,20240322,sanderskrist,18022389324,GRPuaXr,Z003,2378512562,,,,,E,GST5792129228,PAN62830561,,X,001-543-967-4255,7863956843,442-222-2861x940,,,CcXeKp,,VAT47276397124,X,Alexside,19760914,F,CR37447208,20250605,ISO9,Cameronborough,4400,X,X,01,TX2483113724,,0002,ZONEjxEx,DG02,02,TAX77815116073,TAX91796569784,TAX2771638812751554895942747337,Distributor,EM158826,https://www.lawson-myers.net/,20260212,130502,,2000,DE,BY,3659871.28,INR
300,1000003049,US,"Hill, Moore and Davis",PLC,,,Jonathanstad,shire,PO62989,49581,17099,FL,SORTGtwi,916 Walker Corner,9000003049,Hill LLC,Raymondburgh,Armenia,Ms.,Lawrenceview,7335195,40616,0001,MANU,6,DL4998682463,,01,20250307,caleb05,47887801626,GRPYzQt,Z001,2376595750,,,,,D,GST8529392712,PAN55449356,,X,+1-828-828-4856,529-842-4501,(257)471-1035,,,CdhraE,,VAT82485216462,,South Nicholasside,19860118,F,CR59722892,20251225,ISO9,New Lindachester,2945,,,01,TX9138333366,,0002,ZONEzaWX,DG02,01,TAX19962466409,TAX30233036736,TAX6560826195449455072180948924,Distributor,EM113561,https://www.hale.com/,20260212,130502,,1000,US,FL,7811910.48,INR
200,1000003050,US,Gomez-Scott,Group,,,East Mariahstad,port,PO41765,82641,87938,TX,SORTqRGw,337 Fox Fields Suite 954,9000003050,"Sweeney, Hall and Morales",East Lindaton,British Virgin Islands,Ms.,Howardland,6882460,48755,0001,MANU,8,DL7733430044,X,02,20250128,jarellano,39670687705,GRPNOAz,Z003,2956007667,,,,,D,GST4202560016,PAN91598689,,,(857)317-0652x99,843.581.6396,+1-900-339-0655,,,CkiMsP,,VAT41469041384,,Karentown,19800922,M,CR16347731,20250730,ISO9,South Brianview,6325,X,,02,TX2260441229,,0002,ZONEIcgX,DG01,02,TAX50392333175,TAX35257521082,TAX6848671356614379747889171366,Manufacturer,EM871824,https://howard-foster.com/,20260212,130502,,1000,US,TX,3947429.98,INR
300,1000003051,IN,Keller-Manning,and Sons,,,Davidville,view,PO77029,89320,79933,MH,SORTcDMv,1481 Evan Viaduct Apt. 777,9000003051,"Barnes, Hill and Robertso",Ashleytown,Iraq,Ms.,Robinville,3699772,61509,0001,CONS,1,DL5415134855,,01,20241018,bbailey,52924073076,GRPVCZX,Z001,2786695616,,,,,D,GST1540346516,PAN29023821,X,X,001-306-338-8358,(885)840-5479,001-543-577-6193x016,,,CTCxXv,,VAT89251952507,,New Josephton,19920129,F,CR27167375,20250709,ISO1,Port Richardfort,6941,,,02,TX2894046079,,0001,ZONEFxsz,DG01,02,TAX88089287228,TAX51767944937,TAX5831463010189865722941211382,Manufacturer,EM891402,http://myers-gentry.com/,20260212,130502,,3000,IN,MH,2304746.11,INR
100,1000003052,US,Douglas-Hill,LLC,,,Natashafort,ville,PO51626,33653,18024,FL,SORTDLYl,23081 David Centers,9000003052,Brown and Sons,South Courtneyborough,Zambia,Mr.,North Williamfort,1416939,28929,0001,CONS,5,DL1855980861,,02,20241205,morgancharlo,90439337058,GRPkcfx,Z002,2614751379,,,,,D,GST9510927323,PAN64194596,,X,+1-394-918-2313x,930-497-1235x918,+1-567-382-1817x1830,,,CDqpFC,,VAT45346858893,,New Benjamin,19990916,M,CR34686399,20260207,ISO1,Johnsonbury,7131,X,X,01,TX5744021335,,0002,ZONEpOpB,DG02,01,TAX96575239267,TAX17556797245,TAX2538009898795617272582581453,Distributor,EM434065,https://www.williams.com/,20260212,130502,,2000,US,FL,4420880.84,INR
100,1000003053,IN,Green-Myers,Ltd,,,North Christopher,ville,PO14539,15045,17543,DL,SORTcFHc,533 Erika Fall,9000003053,Gutierrez PLC,Shawnton,Israel,Ms.,Port Courtneytown,8990047,61773,0002,CONS,7,DL5472441982,X,01,20250216,boylelisa,11775136677,GRPTbHE,Z002,2242182648,,,,,E,GST7315715481,PAN44233933,X,X,(362)319-3951,(350)418-9268x85,+1-651-839-9997,,,CJOijj,,VAT36203175957,X,Taylorville,20001012,F,CR19706551,20251017,ISO1,South Brianna,8275,,X,02,TX9500159095,,0001,ZONElNCw,DG02,02,TAX58935629271,TAX16104884821,TAX7618238995869697819992515748,Manufacturer,EM775285,https://www.mcclure.com/,20260212,130502,,1000,IN,DL,687330.66,INR
100,1000003054,US,Johnson Group,Inc,,,Lake Jose,view,PO89623,00985,40092,NY,SORTmnlw,50499 Rebecca Rue,9000003054,Baxter PLC,Stephanieport,Antigua and Barbuda,Ms.,Parkerfort,5453368,81927,0002,AUTO,1,DL1334337360,,01,20240212,allisonscott,52195988220,GRPgusR,Z003,2162891804,,,,,D,GST2932661617,PAN45636891,X,X,927-557-0934,9539281474,(302)219-9393,,,CYbbmh,,VAT97517568137,,Ronaldstad,19791107,F,CR44460617,20250726,ISO1,Jayville,4163,,,02,TX5123511418,,0001,ZONEWUQO,DG01,02,TAX42676955174,TAX44290671246,TAX7349368866665251678818015531,Distributor,EM133770,https://www.edwards.info/,20260212,130502,,3000,US,NY,9403750.79,INR
100,1000003055,US,Hernandez-Carter,PLC,,,Port Jeffery,ton,PO40833,90673,03393,TX,SORTXHno,48707 Garza Divide Suite 877,9000003055,Williams-King,Bethanymouth,Germany,M/s,East Kelseytown,9967580,52522,0002,MANU,7,DL4353096604,,02,20230902,wdunn,83834467720,GRPgTGU,Z003,2925298182,,,,,D,GST6618257572,PAN33780460,X,X,562.427.7947x369,291.665.4917x343,+1-556-200-7354x548,,,CdjkMg,,VAT78654755980,,Buchananhaven,19890821,M,CR82053573,20250904,ISO1,East Lancetown,2342,,X,02,TX3321379157,,0002,ZONExjAp,DG02,01,TAX27210578843,TAX37121088604,TAX8503896191460074867272930521,Supplier,EM358495,https://www.herrera.com/,20260212,130502,,1000,US,TX,9548168.92,INR
